,id,total_points,gameweek,total_points_scored_after_gameweek
12006,615,0,18,0
12711,615,0,19,0
13420,615,0,20,0
14131,615,0,21,0
14855,615,0,22,0
15584,615,0,23,0
16319,615,0,24,0
17062,615,0,25,0
17821,615,0,26,0
18584,615,0,27,0
19348,615,0,28,0
20117,615,0,29,0
20886,615,0,30,0
21657,615,0,31,0
22429,615,0,32,0
23207,615,0,33,0
23986,615,0,34,0
24766,615,0,35,0
25547,615,0,36,0
26328,615,0,37,0
27109,615,0,38,0
615,616,0,1,0
1230,616,0,2,0
1858,616,0,3,0
2506,616,0,4,0
3165,616,0,5,0
3826,616,0,6,0
4490,616,0,7,0
5156,616,0,8,0
5823,616,0,9,0
6493,616,0,10,0
7167,616,0,11,0
7845,616,0,12,0
8529,616,0,13,0
9219,616,0,14,0
9912,616,0,15,0
10605,616,0,16,0
11306,616,0,17,0
12007,616,0,18,0
12712,616,0,19,0
13421,616,0,20,0
14132,616,0,21,0
14856,616,0,22,0
15585,616,0,23,0
16320,616,0,24,0
17063,616,0,25,0
17822,616,0,26,0
18585,616,0,27,0
19349,616,0,28,0
20118,616,0,29,0
20887,616,0,30,0
21658,616,0,31,0
22430,616,0,32,0
23208,616,0,33,0
23987,616,0,34,0
24767,616,0,35,0
25548,616,0,36,0
26329,616,0,37,0
27110,616,0,38,0
1231,617,2,2,128
1859,617,2,3,126
2507,617,0,4,124
3166,617,2,5,124
3827,617,9,6,122
4491,617,2,7,113
5157,617,5,8,111
5824,617,8,9,106
6494,617,7,10,98
7168,617,8,11,91
7846,617,2,12,83
8530,617,12,13,81
9220,617,2,14,69
9913,617,2,15,67
10606,617,2,16,65
11307,617,2,17,63
12008,617,1,18,61
12713,617,8,19,60
13422,617,2,20,52
14133,617,0,21,50
14857,617,0,22,50
15586,617,0,23,50
16321,617,0,24,50
17064,617,0,25,50
17823,617,0,26,50
18586,617,1,27,50
19350,617,8,28,49
20119,617,2,29,41
20888,617,8,30,39
21659,617,13,31,31
22431,617,2,32,18
23209,617,2,33,16
23988,617,2,34,14
24768,617,6,35,12
25549,617,2,36,6
26330,617,2,37,4
27111,617,2,38,2
1232,618,1,2,95
1860,618,1,3,94
2508,618,3,4,93
3167,618,2,5,90
3828,618,7,6,88
4492,618,11,7,81
5158,618,6,8,70
5825,618,5,9,64
6495,618,2,10,59
7169,618,2,11,57
7847,618,5,12,55
8531,618,2,13,50
9221,618,1,14,48
9914,618,2,15,47
10607,618,2,16,45
11308,618,2,17,43
12009,618,1,18,41
12714,618,1,19,40
13423,618,1,20,39
14134,618,6,21,38
14858,618,6,22,32
15587,618,1,23,26
16322,618,2,24,25
17065,618,3,25,23
17824,618,8,26,20
18587,618,5,27,12
19351,618,2,28,7
20120,618,5,29,5
20889,618,0,30,0
21660,618,0,31,0
22432,618,0,32,0
23210,618,0,33,0
23989,618,0,34,0
24769,618,0,35,0
25550,618,0,36,0
26331,618,0,37,0
27112,618,0,38,0
1233,619,0,2,63
1861,619,1,3,63
2509,619,0,4,62
3168,619,2,5,62
3829,619,0,6,60
4493,619,0,7,60
5159,619,0,8,60
5826,619,2,9,60
6496,619,0,10,58
7170,619,2,11,58
7848,619,2,12,56
8532,619,1,13,54
9222,619,2,14,53
9915,619,1,15,51
10608,619,2,16,50
11309,619,2,17,48
12010,619,2,18,46
12715,619,3,19,44
13424,619,2,20,41
14135,619,2,21,39
14859,619,2,22,37
15588,619,0,23,35
16323,619,2,24,35
17066,619,2,25,33
17825,619,1,26,31
18588,619,2,27,30
19352,619,2,28,28
20121,619,9,29,26
20890,619,2,30,17
21661,619,2,31,15
22433,619,2,32,13
23211,619,2,33,11
23990,619,0,34,9
24770,619,1,35,9
25551,619,1,36,8
26332,619,2,37,7
27113,619,5,38,5
1234,620,0,2,25
1862,620,1,3,25
2510,620,0,4,24
3169,620,6,5,24
3830,620,1,6,18
4494,620,0,7,17
5160,620,1,8,17
5827,620,1,9,16
6497,620,1,10,15
7171,620,1,11,14
7849,620,1,12,13
8533,620,1,13,12
9223,620,1,14,11
9916,620,0,15,10
10609,620,0,16,10
11310,620,0,17,10
12011,620,1,18,10
12716,620,3,19,9
13425,620,0,20,6
14136,620,0,21,6
14860,620,1,22,6
15589,620,0,23,5
16324,620,0,24,5
17067,620,0,25,5
17826,620,0,26,5
18589,620,0,27,5
19353,620,0,28,5
20122,620,0,29,5
20891,620,1,30,5
21662,620,1,31,4
22434,620,0,32,3
23212,620,1,33,3
23991,620,1,34,2
24771,620,1,35,1
25552,620,0,36,0
26333,620,0,37,0
27114,620,0,38,0
1235,621,6,2,24
1863,621,1,3,18
2511,621,0,4,17
3170,621,1,5,17
3831,621,0,6,16
4495,621,1,7,16
5161,621,0,8,15
5828,621,0,9,15
6498,621,0,10,15
7172,621,0,11,15
7850,621,3,12,15
8534,621,0,13,12
9224,621,5,14,12
9917,621,1,15,7
10610,621,0,16,6
11311,621,0,17,6
12012,621,0,18,6
12717,621,1,19,6
13426,621,0,20,5
14137,621,4,21,5
14861,621,1,22,1
15590,621,0,23,0
16325,621,0,24,0
17068,621,0,25,0
17827,621,0,26,0
18590,621,0,27,0
19354,621,0,28,0
20123,621,0,29,0
20892,621,0,30,0
21663,621,0,31,0
22435,621,0,32,0
23213,621,0,33,0
23992,621,0,34,0
24772,621,0,35,0
25553,621,0,36,0
26334,621,0,37,0
27115,621,0,38,0
1236,622,0,2,53
1864,622,1,3,53
2512,622,1,4,52
3171,622,1,5,51
3832,622,1,6,50
4496,622,2,7,49
5162,622,2,8,47
5829,622,2,9,45
6499,622,2,10,43
7173,622,3,11,41
7851,622,0,12,38
8535,622,2,13,38
9225,622,1,14,36
9918,622,4,15,35
10611,622,1,16,31
11312,622,3,17,30
12013,622,0,18,27
12718,622,0,19,27
13427,622,0,20,27
14138,622,0,21,27
14862,622,3,22,27
15591,622,2,23,24
16326,622,2,24,22
17069,622,2,25,20
17828,622,0,26,18
18591,622,1,27,18
19355,622,2,28,17
20124,622,3,29,15
20893,622,2,30,12
21664,622,2,31,10
22436,622,1,32,8
23214,622,2,33,7
23993,622,1,34,5
24773,622,1,35,4
25554,622,1,36,3
26335,622,1,37,2
27116,622,1,38,1
1237,623,1,2,95
1865,623,1,3,94
2513,623,2,4,93
3172,623,3,5,91
3833,623,1,6,88
4497,623,5,7,87
5163,623,1,8,82
5830,623,2,9,81
6500,623,2,10,79
7174,623,2,11,77
7852,623,7,12,75
8536,623,2,13,68
9226,623,2,14,66
9919,623,2,15,64
10612,623,1,16,62
11313,623,3,17,61
12014,623,2,18,58
12719,623,1,19,56
13428,623,0,20,55
14139,623,2,21,55
14863,623,7,22,53
15592,623,1,23,46
16327,623,2,24,45
17070,623,2,25,43
17829,623,2,26,41
18592,623,2,27,39
19356,623,2,28,37
20125,623,1,29,35
20894,623,8,30,34
21665,623,9,31,26
22437,623,1,32,17
23215,623,2,33,16
23994,623,2,34,14
24774,623,1,35,12
25555,623,3,36,11
26336,623,2,37,8
27117,623,6,38,6
1238,624,0,2,0
1866,624,0,3,0
2514,624,0,4,0
3173,624,0,5,0
3834,624,0,6,0
4498,624,0,7,0
5164,624,0,8,0
5831,624,0,9,0
6501,624,0,10,0
7175,624,0,11,0
7853,624,0,12,0
8537,624,0,13,0
9227,624,0,14,0
9920,624,0,15,0
10613,624,0,16,0
11314,624,0,17,0
12015,624,0,18,0
12720,624,0,19,0
13429,624,0,20,0
14140,624,0,21,0
14864,624,0,22,0
15593,624,0,23,0
16328,624,0,24,0
17071,624,0,25,0
17830,624,0,26,0
18593,624,0,27,0
19357,624,0,28,0
20126,624,0,29,0
20895,624,0,30,0
21666,624,0,31,0
22438,624,0,32,0
23216,624,0,33,0
23995,624,0,34,0
24775,624,0,35,0
25556,624,0,36,0
26337,624,0,37,0
27118,624,0,38,0
1239,625,1,2,97
1867,625,1,3,96
2515,625,2,4,95
3174,625,2,5,93
3835,625,2,6,91
4499,625,2,7,89
5165,625,2,8,87
5832,625,1,9,85
6502,625,5,10,84
7176,625,3,11,79
7854,625,2,12,76
8538,625,1,13,74
9228,625,2,14,73
9921,625,2,15,71
10614,625,2,16,69
11315,625,2,17,67
12016,625,1,18,65
12721,625,0,19,64
13430,625,1,20,64
14141,625,1,21,63
14865,625,3,22,62
15594,625,2,23,59
16329,625,0,24,57
17072,625,6,25,57
17831,625,1,26,51
18594,625,1,27,50
19358,625,0,28,49
20127,625,7,29,49
20896,625,3,30,42
21667,625,3,31,39
22439,625,5,32,36
23217,625,8,33,31
23996,625,0,34,23
24776,625,3,35,23
25557,625,0,36,20
26338,625,6,37,20
27119,625,14,38,14
1241,626,0,2,0
1868,626,0,3,0
2516,626,0,4,0
3175,626,0,5,0
3836,626,0,6,0
4500,626,0,7,0
5166,626,0,8,0
5833,626,0,9,0
6503,626,0,10,0
7177,626,0,11,0
7855,626,0,12,0
8539,626,0,13,0
9229,626,0,14,0
9922,626,0,15,0
10615,626,0,16,0
11316,626,0,17,0
12017,626,0,18,0
12722,626,0,19,0
13431,626,0,20,0
14142,626,0,21,0
14866,626,0,22,0
15595,626,0,23,0
16330,626,0,24,0
17073,626,0,25,0
17832,626,0,26,0
18595,626,0,27,0
19359,626,0,28,0
20128,626,0,29,0
20897,626,0,30,0
21668,626,0,31,0
22440,626,0,32,0
23218,626,0,33,0
23997,626,0,34,0
24777,626,0,35,0
25558,626,0,36,0
26339,626,0,37,0
27120,626,0,38,0
1242,627,0,2,0
1869,627,0,3,0
2517,627,0,4,0
3176,627,0,5,0
3837,627,0,6,0
4501,627,0,7,0
5167,627,0,8,0
5834,627,0,9,0
6504,627,0,10,0
7178,627,0,11,0
7856,627,0,12,0
8540,627,0,13,0
9230,627,0,14,0
9923,627,0,15,0
10616,627,0,16,0
11317,627,0,17,0
12018,627,0,18,0
12723,627,0,19,0
13432,627,0,20,0
14143,627,0,21,0
14867,627,0,22,0
15596,627,0,23,0
16331,627,0,24,0
17074,627,0,25,0
17833,627,0,26,0
18596,627,0,27,0
19360,627,0,28,0
20129,627,0,29,0
20898,627,0,30,0
21669,627,0,31,0
22441,627,0,32,0
23219,627,0,33,0
23998,627,0,34,0
24778,627,0,35,0
25559,627,0,36,0
26340,627,0,37,0
27121,627,0,38,0
1870,628,0,3,19
2518,628,1,4,19
3177,628,0,5,18
3838,628,0,6,18
4502,628,0,7,18
5168,628,6,8,18
5835,628,6,9,12
6505,628,6,10,6
7179,628,0,11,0
7857,628,0,12,0
8541,628,0,13,0
9231,628,0,14,0
9924,628,0,15,0
10617,628,0,16,0
11318,628,0,17,0
12019,628,0,18,0
12724,628,0,19,0
13433,628,0,20,0
14144,628,0,21,0
14868,628,0,22,0
15597,628,0,23,0
16332,628,0,24,0
17075,628,0,25,0
17834,628,0,26,0
18597,628,0,27,0
19361,628,0,28,0
20130,628,0,29,0
20899,628,0,30,0
21670,628,0,31,0
22442,628,0,32,0
23220,628,0,33,0
23999,628,0,34,0
24779,628,0,35,0
25560,628,0,36,0
26341,628,0,37,0
27122,628,0,38,0
1871,629,0,3,50
2519,629,0,4,50
3178,629,0,5,50
3839,629,0,6,50
4503,629,0,7,50
5169,629,0,8,50
5836,629,0,9,50
6506,629,0,10,50
7180,629,8,11,50
7858,629,1,12,42
8542,629,1,13,41
9232,629,0,14,40
9925,629,1,15,40
10618,629,0,16,39
11319,629,0,17,39
12020,629,3,18,39
12725,629,1,19,36
13434,629,1,20,35
14145,629,6,21,34
14869,629,0,22,28
15598,629,1,23,28
16333,629,1,24,27
17076,629,1,25,26
17835,629,0,26,25
18598,629,0,27,25
19362,629,0,28,25
20131,629,0,29,25
20900,629,1,30,25
21671,629,2,31,24
22443,629,5,32,22
23221,629,2,33,17
24000,629,2,34,15
24780,629,2,35,13
25561,629,1,36,11
26342,629,4,37,10
27123,629,6,38,6
1872,630,0,3,49
2520,630,7,4,49
3179,630,1,5,42
3840,630,1,6,41
4504,630,0,7,40
5170,630,1,8,40
5837,630,0,9,39
6507,630,2,10,39
7181,630,2,11,37
7859,630,2,12,35
8543,630,1,13,33
9233,630,1,14,32
9926,630,1,15,31
10619,630,2,16,30
11320,630,0,17,28
12021,630,2,18,28
12726,630,5,19,26
13435,630,0,20,21
14146,630,1,21,21
14870,630,-1,22,20
15599,630,0,23,21
16334,630,1,24,21
17077,630,2,25,20
17836,630,0,26,18
18599,630,0,27,18
19363,630,2,28,18
20132,630,3,29,16
20901,630,2,30,13
21672,630,4,31,11
22444,630,1,32,7
23222,630,0,33,6
24001,630,1,34,6
24781,630,1,35,5
25562,630,2,36,4
26343,630,1,37,2
27124,630,1,38,1
1873,631,1,3,53
2521,631,1,4,52
3180,631,1,5,51
3841,631,5,6,50
4505,631,1,7,45
5171,631,2,8,44
5838,631,1,9,42
6508,631,1,10,41
7182,631,1,11,40
7860,631,1,12,39
8544,631,1,13,38
9234,631,2,14,37
9927,631,1,15,35
10620,631,4,16,34
11321,631,0,17,30
12022,631,1,18,30
12727,631,0,19,29
13436,631,1,20,29
14147,631,1,21,28
14871,631,2,22,27
15600,631,0,23,25
16335,631,1,24,25
17078,631,1,25,24
17837,631,4,26,23
18600,631,2,27,19
19364,631,3,28,17
20133,631,4,29,14
20902,631,1,30,10
21673,631,0,31,9
22445,631,2,32,9
23223,631,1,33,7
24002,631,1,34,6
24782,631,1,35,5
25563,631,1,36,4
26344,631,2,37,3
27125,631,1,38,1
1874,632,2,3,7
2522,632,1,4,5
3181,632,0,5,4
3842,632,2,6,4
4506,632,1,7,2
5172,632,0,8,1
5839,632,1,9,1
6509,632,0,10,0
7183,632,0,11,0
7861,632,0,12,0
8545,632,0,13,0
9235,632,0,14,0
9928,632,0,15,0
10621,632,0,16,0
11322,632,0,17,0
12023,632,0,18,0
12728,632,0,19,0
13437,632,0,20,0
14148,632,0,21,0
14872,632,0,22,0
15601,632,0,23,0
16336,632,0,24,0
17079,632,0,25,0
17838,632,0,26,0
18601,632,0,27,0
19365,632,0,28,0
20134,632,0,29,0
20903,632,0,30,0
21674,632,0,31,0
22446,632,0,32,0
23224,632,0,33,0
24003,632,0,34,0
24783,632,0,35,0
25564,632,0,36,0
26345,632,0,37,0
27126,632,0,38,0
1875,633,0,3,92
2523,633,0,4,92
3182,633,0,5,92
3843,633,0,6,92
4507,633,1,7,92
5173,633,2,8,91
5840,633,8,9,89
6510,633,1,10,81
7184,633,1,11,80
7862,633,3,12,79
8546,633,0,13,76
9236,633,1,14,76
9929,633,1,15,75
10622,633,3,16,74
11323,633,1,17,71
12024,633,1,18,70
12729,633,8,19,69
13438,633,4,20,61
14149,633,1,21,57
14873,633,2,22,56
15602,633,0,23,54
16337,633,1,24,54
17080,633,13,25,53
17839,633,2,26,40
18602,633,3,27,38
19366,633,2,28,35
20135,633,9,29,33
20904,633,10,30,24
21675,633,2,31,14
22447,633,1,32,12
23225,633,4,33,11
24004,633,0,34,7
24784,633,1,35,7
25565,633,4,36,6
26346,633,0,37,2
27127,633,2,38,2
1876,634,0,3,3
2524,634,0,4,3
3183,634,0,5,3
3844,634,0,6,3
4508,634,0,7,3
5174,634,0,8,3
5841,634,0,9,3
6511,634,0,10,3
7185,634,0,11,3
7863,634,0,12,3
8547,634,0,13,3
9237,634,0,14,3
9930,634,0,15,3
10623,634,0,16,3
11324,634,0,17,3
12025,634,0,18,3
12730,634,0,19,3
13439,634,0,20,3
14150,634,0,21,3
14874,634,0,22,3
15603,634,0,23,3
16338,634,0,24,3
17081,634,0,25,3
17840,634,0,26,3
18603,634,0,27,3
19367,634,0,28,3
20136,634,0,29,3
20905,634,0,30,3
21676,634,0,31,3
22448,634,1,32,3
23226,634,1,33,2
24005,634,0,34,1
24785,634,1,35,1
25566,634,0,36,0
26347,634,0,37,0
27128,634,0,38,0
1877,635,1,3,83
2525,635,0,4,82
3184,635,1,5,82
3845,635,1,6,81
4509,635,0,7,80
5175,635,2,8,80
5842,635,1,9,78
6512,635,1,10,77
7186,635,1,11,76
7864,635,2,12,75
8548,635,0,13,73
9238,635,14,14,73
9931,635,2,15,59
10624,635,2,16,57
11325,635,1,17,55
12026,635,2,18,54
12731,635,1,19,52
13440,635,2,20,51
14151,635,2,21,49
14875,635,2,22,47
15604,635,9,23,45
16339,635,2,24,36
17082,635,1,25,34
17841,635,2,26,33
18604,635,2,27,31
19368,635,2,28,29
20137,635,1,29,27
20906,635,1,30,26
21677,635,2,31,25
22449,635,5,32,23
23227,635,2,33,18
24006,635,2,34,16
24786,635,6,35,14
25567,635,5,36,8
26348,635,3,37,3
27129,635,0,38,0
1878,636,0,3,7
2526,636,0,4,7
3185,636,1,5,7
3846,636,0,6,6
4510,636,0,7,6
5176,636,0,8,6
5843,636,0,9,6
6513,636,0,10,6
7187,636,0,11,6
7865,636,0,12,6
8549,636,0,13,6
9239,636,0,14,6
9932,636,0,15,6
10625,636,0,16,6
11326,636,0,17,6
12027,636,0,18,6
12732,636,0,19,6
13441,636,0,20,6
14152,636,0,21,6
14876,636,1,22,6
15605,636,1,23,5
16340,636,0,24,4
17083,636,0,25,4
17842,636,0,26,4
18605,636,0,27,4
19369,636,0,28,4
20138,636,0,29,4
20907,636,0,30,4
21678,636,1,31,4
22450,636,0,32,3
23228,636,0,33,3
24007,636,0,34,3
24787,636,1,35,3
25568,636,0,36,2
26349,636,2,37,2
27130,636,0,38,0
1879,637,0,3,0
2527,637,0,4,0
3186,637,0,5,0
3847,637,0,6,0
4511,637,0,7,0
5177,637,0,8,0
5844,637,0,9,0
6514,637,0,10,0
7188,637,0,11,0
7866,637,0,12,0
8550,637,0,13,0
9240,637,0,14,0
9933,637,0,15,0
10626,637,0,16,0
11327,637,0,17,0
12028,637,0,18,0
12733,637,0,19,0
13442,637,0,20,0
14153,637,0,21,0
14877,637,0,22,0
15606,637,0,23,0
16341,637,0,24,0
17084,637,0,25,0
17843,637,0,26,0
18606,637,0,27,0
19370,637,0,28,0
20139,637,0,29,0
20908,637,0,30,0
21679,637,0,31,0
22451,637,0,32,0
23229,637,0,33,0
24008,637,0,34,0
24788,637,0,35,0
25569,637,0,36,0
26350,637,0,37,0
27131,637,0,38,0
1880,638,0,3,0
2528,638,0,4,0
3187,638,0,5,0
3848,638,0,6,0
4512,638,0,7,0
5178,638,0,8,0
5845,638,0,9,0
6515,638,0,10,0
7189,638,0,11,0
7867,638,0,12,0
8551,638,0,13,0
9241,638,0,14,0
9934,638,0,15,0
10627,638,0,16,0
11328,638,0,17,0
12029,638,0,18,0
12734,638,0,19,0
13443,638,0,20,0
14154,638,0,21,0
14878,638,0,22,0
15607,638,0,23,0
16342,638,0,24,0
17085,638,0,25,0
17844,638,0,26,0
18607,638,0,27,0
19371,638,0,28,0
20140,638,0,29,0
20909,638,0,30,0
21680,638,0,31,0
22452,638,0,32,0
23230,638,0,33,0
24009,638,0,34,0
24789,638,0,35,0
25570,638,0,36,0
26351,638,0,37,0
27132,638,0,38,0
1881,639,0,3,0
2529,639,0,4,0
3188,639,0,5,0
3849,639,0,6,0
4513,639,0,7,0
5179,639,0,8,0
5846,639,0,9,0
6516,639,0,10,0
7190,639,0,11,0
7868,639,0,12,0
8552,639,0,13,0
9242,639,0,14,0
9935,639,0,15,0
10628,639,0,16,0
11329,639,0,17,0
12030,639,0,18,0
12735,639,0,19,0
13444,639,0,20,0
14155,639,0,21,0
14879,639,0,22,0
15608,639,0,23,0
16343,639,0,24,0
17086,639,0,25,0
17845,639,0,26,0
18608,639,0,27,0
19372,639,0,28,0
20141,639,0,29,0
20910,639,0,30,0
21681,639,0,31,0
22453,639,0,32,0
23231,639,0,33,0
24010,639,0,34,0
24790,639,0,35,0
25571,639,0,36,0
26352,639,0,37,0
27133,639,0,38,0
1882,640,0,3,0
2530,640,0,4,0
3189,640,0,5,0
3850,640,0,6,0
4514,640,0,7,0
5180,640,0,8,0
5847,640,0,9,0
6517,640,0,10,0
7191,640,0,11,0
7869,640,0,12,0
8553,640,0,13,0
9243,640,0,14,0
9936,640,0,15,0
10629,640,0,16,0
11330,640,0,17,0
12031,640,0,18,0
12736,640,0,19,0
13445,640,0,20,0
14156,640,0,21,0
14880,640,0,22,0
15609,640,0,23,0
16344,640,0,24,0
17087,640,0,25,0
17846,640,0,26,0
18609,640,0,27,0
19373,640,0,28,0
20142,640,0,29,0
20911,640,0,30,0
21682,640,0,31,0
22454,640,0,32,0
23232,640,0,33,0
24011,640,0,34,0
24791,640,0,35,0
25572,640,0,36,0
26353,640,0,37,0
27134,640,0,38,0
1883,641,0,3,0
2531,641,0,4,0
3190,641,0,5,0
3851,641,0,6,0
4515,641,0,7,0
5181,641,0,8,0
5848,641,0,9,0
6518,641,0,10,0
7192,641,0,11,0
7870,641,0,12,0
8554,641,0,13,0
9244,641,0,14,0
9937,641,0,15,0
10630,641,0,16,0
11331,641,0,17,0
12032,641,0,18,0
12737,641,0,19,0
13446,641,0,20,0
14157,641,0,21,0
14881,641,0,22,0
15610,641,0,23,0
16345,641,0,24,0
17088,641,0,25,0
17847,641,0,26,0
18610,641,0,27,0
19374,641,0,28,0
20143,641,0,29,0
20912,641,0,30,0
21683,641,0,31,0
22455,641,0,32,0
23233,641,0,33,0
24012,641,0,34,0
24792,641,0,35,0
25573,641,0,36,0
26354,641,0,37,0
27135,641,0,38,0
1884,642,0,3,1
2532,642,0,4,1
3191,642,0,5,1
3852,642,0,6,1
4516,642,0,7,1
5182,642,0,8,1
5849,642,0,9,1
6519,642,0,10,1
7193,642,0,11,1
7871,642,0,12,1
8555,642,0,13,1
9245,642,0,14,1
9938,642,0,15,1
10631,642,1,16,1
11332,642,0,17,0
12033,642,0,18,0
12738,642,0,19,0
13447,642,0,20,0
14158,642,0,21,0
14882,642,0,22,0
15611,642,0,23,0
16346,642,0,24,0
17089,642,0,25,0
17848,642,0,26,0
18611,642,0,27,0
19375,642,0,28,0
20144,642,0,29,0
20913,642,0,30,0
21684,642,0,31,0
22456,642,0,32,0
23234,642,0,33,0
24013,642,0,34,0
24793,642,0,35,0
25574,642,0,36,0
26355,642,0,37,0
27136,642,0,38,0
1885,643,1,3,61
2533,643,1,4,60
3192,643,2,5,59
3853,643,1,6,57
4517,643,1,7,56
5183,643,1,8,55
5850,643,1,9,54
6520,643,0,10,53
7194,643,0,11,53
7872,643,2,12,53
8556,643,2,13,51
9246,643,2,14,49
9939,643,2,15,47
10632,643,1,16,45
11333,643,3,17,44
12034,643,3,18,41
12739,643,2,19,38
13448,643,0,20,36
14159,643,2,21,36
14883,643,1,22,34
15612,643,2,23,33
16347,643,3,24,31
17090,643,2,25,28
17849,643,3,26,26
18612,643,2,27,23
19376,643,2,28,21
20145,643,2,29,19
20914,643,2,30,17
21685,643,1,31,15
22457,643,2,32,14
23235,643,2,33,12
24014,643,3,34,10
24794,643,2,35,7
25575,643,2,36,5
26356,643,1,37,3
27137,643,2,38,2
1886,644,0,3,0
2534,644,0,4,0
3193,644,0,5,0
3854,644,0,6,0
4518,644,0,7,0
5184,644,0,8,0
5851,644,0,9,0
6521,644,0,10,0
7195,644,0,11,0
7873,644,0,12,0
8557,644,0,13,0
9247,644,0,14,0
9940,644,0,15,0
10633,644,0,16,0
11334,644,0,17,0
12035,644,0,18,0
12740,644,0,19,0
13449,644,0,20,0
14160,644,0,21,0
14884,644,0,22,0
15613,644,0,23,0
16348,644,0,24,0
17091,644,0,25,0
17850,644,0,26,0
18613,644,0,27,0
19377,644,0,28,0
20146,644,0,29,0
20915,644,0,30,0
21686,644,0,31,0
22458,644,0,32,0
23236,644,0,33,0
24015,644,0,34,0
24795,644,0,35,0
25576,644,0,36,0
26357,644,0,37,0
27138,644,0,38,0
1887,645,0,3,34
2535,645,0,4,34
3194,645,0,5,34
3855,645,0,6,34
4519,645,0,7,34
5185,645,0,8,34
5852,645,0,9,34
6522,645,0,10,34
7196,645,2,11,34
7874,645,8,12,32
8558,645,1,13,24
9248,645,1,14,23
9941,645,1,15,22
10634,645,1,16,21
11335,645,1,17,20
12036,645,1,18,19
12741,645,0,19,18
13450,645,0,20,18
14161,645,1,21,18
14885,645,1,22,17
15614,645,0,23,16
16349,645,1,24,16
17092,645,1,25,15
17851,645,1,26,14
18614,645,0,27,13
19378,645,1,28,13
20147,645,0,29,12
20916,645,1,30,12
21687,645,1,31,11
22459,645,2,32,10
23237,645,2,33,8
24016,645,0,34,6
24796,645,0,35,6
25577,645,1,36,6
26358,645,4,37,5
27139,645,1,38,1
1888,646,0,3,2
2536,646,0,4,2
3195,646,0,5,2
3856,646,0,6,2
4520,646,0,7,2
5186,646,1,8,2
5853,646,0,9,1
6523,646,0,10,1
7197,646,1,11,1
7875,646,0,12,0
8559,646,0,13,0
9249,646,0,14,0
9942,646,0,15,0
10635,646,0,16,0
11336,646,0,17,0
12037,646,0,18,0
12742,646,0,19,0
13451,646,0,20,0
14162,646,0,21,0
14886,646,0,22,0
15615,646,0,23,0
16350,646,0,24,0
17093,646,0,25,0
17852,646,0,26,0
18615,646,0,27,0
19379,646,0,28,0
20148,646,0,29,0
20917,646,0,30,0
21688,646,0,31,0
22460,646,0,32,0
23238,646,0,33,0
24017,646,0,34,0
24797,646,0,35,0
25578,646,0,36,0
26359,646,0,37,0
27140,646,0,38,0
1889,647,0,3,0
2537,647,0,4,0
3196,647,0,5,0
3857,647,0,6,0
4521,647,0,7,0
5187,647,0,8,0
5854,647,0,9,0
6524,647,0,10,0
7198,647,0,11,0
7876,647,0,12,0
8560,647,0,13,0
9250,647,0,14,0
9943,647,0,15,0
10636,647,0,16,0
11337,647,0,17,0
12038,647,0,18,0
12743,647,0,19,0
13452,647,0,20,0
14163,647,0,21,0
14887,647,0,22,0
15616,647,0,23,0
16351,647,0,24,0
17094,647,0,25,0
17853,647,0,26,0
18616,647,0,27,0
19380,647,0,28,0
20149,647,0,29,0
20918,647,0,30,0
21689,647,0,31,0
22461,647,0,32,0
23239,647,0,33,0
24018,647,0,34,0
24798,647,0,35,0
25579,647,0,36,0
26360,647,0,37,0
27141,647,0,38,0
1890,648,0,3,0
2538,648,0,4,0
3197,648,0,5,0
3858,648,0,6,0
4522,648,0,7,0
5188,648,0,8,0
5855,648,0,9,0
6525,648,0,10,0
7199,648,0,11,0
7877,648,0,12,0
8561,648,0,13,0
9251,648,0,14,0
9944,648,0,15,0
10637,648,0,16,0
11338,648,0,17,0
12039,648,0,18,0
12744,648,0,19,0
13453,648,0,20,0
14164,648,0,21,0
14888,648,0,22,0
15617,648,0,23,0
16352,648,0,24,0
17095,648,0,25,0
17854,648,0,26,0
18617,648,0,27,0
19381,648,0,28,0
20150,648,0,29,0
20919,648,0,30,0
21690,648,0,31,0
22462,648,0,32,0
23240,648,0,33,0
24019,648,0,34,0
24799,648,0,35,0
25580,648,0,36,0
26361,648,0,37,0
27142,648,0,38,0
2539,649,0,4,1
3198,649,0,5,1
3859,649,0,6,1
4523,649,0,7,1
5189,649,0,8,1
5856,649,0,9,1
6526,649,0,10,1
7200,649,0,11,1
7878,649,0,12,1
8562,649,0,13,1
9252,649,0,14,1
9945,649,0,15,1
10638,649,1,16,1
11339,649,0,17,0
12040,649,0,18,0
12745,649,0,19,0
13454,649,0,20,0
14165,649,0,21,0
14889,649,0,22,0
15618,649,0,23,0
16353,649,0,24,0
17096,649,0,25,0
17855,649,0,26,0
18618,649,0,27,0
19382,649,0,28,0
20151,649,0,29,0
20920,649,0,30,0
21691,649,0,31,0
22463,649,0,32,0
23241,649,0,33,0
24020,649,0,34,0
24800,649,0,35,0
25581,649,0,36,0
26362,649,0,37,0
27143,649,0,38,0
2540,650,1,4,114
3199,650,5,5,113
3860,650,4,6,108
4524,650,2,7,104
5190,650,2,8,102
5857,650,5,9,100
6527,650,1,10,95
7201,650,0,11,94
7879,650,1,12,94
8563,650,2,13,93
9253,650,8,14,91
9946,650,7,15,83
10639,650,2,16,76
